,AtBat,Inning,Batter,Pitcher,Outs,Bases,Score,Play,PitchSeq,lastEvent,LI,RE,WE,WPA,RE24,Year,Game,InningNum
122,39,▼ 4,J Kent,J Washburn,0,___,6-0,Jeff Kent flied out to right.,"Ball, Fly Out",Fly Out,0.08,0.46,97.2%,-0.002,-0.22,2002,5, 4
123,40,▼ 4,B Bonds,J Washburn,1,___,6-0,Barry Bonds flied out to left.,"Ball, Ball, Foul Ball, Fly Out",Fly Out,0.05,0.24,97.1%,-0.001,-0.14,2002,5, 4
124,41,▼ 4,B Santiago,J Washburn,2,___,6-0,Benito Santiago grounded out to third.,"Called Strike, Ball, Called Strike, Ball, Foul Ball, Ground Out",Ground Out,0.04,0.09,97.0%,-0.001,-0.09,2002,5, 4
125,42,▲ 5,O Palmeiro,J Schmidt,0,___,6-0,Orlando Palmeiro doubled to right (Liner).,"Foul Ball, Ball, Double",Double,0.26,0.46,95.2%,0.017,0.6,2002,5, 5
126,43,▲ 5,D Eckstein,J Schmidt,0,_2_,6-0,David Eckstein singled to left (Grounder). Orlando Palmeiro advanced to 3B.,"Ball, Foul Ball, Ball, Foul Ball, Foul Ball, Single",Single,0.46,1.06,92.4%,0.028,0.73,2002,5, 5
127,44,▲ 5,D Erstad,J Schmidt,0,1_3,6-0,Darin Erstad hit a sacrifice fly to right (Fly). Orlando Palmeiro scored.,Sacrifice Fly,Sacrifice Fly,0.92,1.79,94.5%,-0.021,-0.31,2002,5, 5
128,45,▲ 5,T Salmon,J Schmidt,1,1__,6-1,Tim Salmon singled to center (Grounder). David Eckstein advanced to 3B.,Single,Single,0.55,0.48,91.6%,0.03,0.65,2002,5, 5
129,46,▲ 5,D Eckstein,J Schmidt,1,1_3,6-1,David Eckstein advanced on a wild pitch to score. Tim Salmon advanced to 2B.,,Stolen Base,1.02,1.14,89.9%,0.017,0.5,2002,5, 5
130,47,▲ 5,G Anderson,J Schmidt,1,_2_,6-2,Garret Anderson struck out swinging.,"Foul Ball, Swinging Strike, (Wild Pitch), Strikeout Swinging",Strikeout,0.86,0.64,92.3%,-0.024,-0.34,2002,5, 5
131,48,▲ 5,T Glaus,J Schmidt,2,_2_,6-2,Troy Glaus doubled to left (Liner). Tim Salmon scored.,"Ball, Ball, Foul Ball, Ball, Called Strike, Foul Ball, Double",Double,0.64,0.3,86.9%,0.053,1.0,2002,5, 5
132,49,▲ 5,S Spiezio,J Schmidt,2,_2_,6-3,Scott Spiezio walked.,"Ball, Foul Ball, Ball, Ball, Walked",Walk,0.96,0.3,85.6%,0.014,0.11,2002,5, 5
133,50,▲ 5,A Kennedy,C Zerbe,2,12_,6-3,Adam Kennedy flied out to center.,"Ball, Foul Ball, Called Strike, Foul Ball, Fly Out",Fly Out,1.61,0.41,89.6%,-0.04,-0.41,2002,5, 5
134,51,▼ 5,R Sanders,B Donnelly,0,___,6-3,Reggie Sanders struck out swinging.,"Ball, Swinging Strike, Foul Ball, Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,0.33,0.46,88.8%,-0.008,-0.22,2002,5, 5
135,52,▼ 5,J Snow,B Donnelly,1,___,6-3,J.T. Snow struck out swinging.,"Ball, Called Strike, Foul Ball, Strikeout Swinging",Strikeout,0.24,0.24,88.2%,-0.006,-0.14,2002,5, 5
136,53,▼ 5,D Bell,B Donnelly,2,___,6-3,David Bell fouled out to first.,"Foul Ball, Ball, Called Strike, Ball, Foul Ball, Foul Fly Out",Foul Fly Out,0.16,0.09,87.8%,-0.004,-0.09,2002,5, 5
137,54,▲ 6,B Molina,C Zerbe,0,___,6-3,Bengie Molina singled to center (Grounder).,"Ball, Single",Single,0.87,0.46,83.8%,0.04,0.37,2002,5, 6
138,55,▲ 6,B Gil,C Zerbe,0,1__,6-3,Benji Gil doubled to center (Liner). Bengie Molina advanced to 3B.,"Swinging Strike, Double",Double,1.63,0.83,72.1%,0.117,1.09,2002,5, 6
139,56,▲ 6,D Eckstein,C Zerbe,0,_23,6-3,David Eckstein grounded out to shortstop. Bengie Molina scored. Benji Gil advanced to 3B.,"Ball, Called Strike, Foul Ball, Ground Out",Ground Out,2.19,1.92,74.3%,-0.022,-0.01,2002,5, 6
140,57,▲ 6,D Erstad,C Zerbe,1,__3,6-4,Darin Erstad grounded out to pitcher.,Ground Out,Ground Out,1.74,0.91,81.4%,-0.071,-0.56,2002,5, 6
141,58,▲ 6,T Salmon,F Rodriguez,2,__3,6-4,Tim Salmon grounded out to third.,"Ball, Ball, Ball, Ground Out",Ground Out,1.6,0.34,85.7%,-0.043,-0.34,2002,5, 6
142,59,▼ 6,T Shinjo,B Weber,0,___,6-4,Tsuyoshi Shinjo struck out looking.,"Called Strike, Foul Ball, Ball, Foul Ball, Strikeout Looking",Strikeout,0.46,0.46,84.6%,-0.012,-0.22,2002,5, 6
143,60,▼ 6,K Lofton,B Weber,1,___,6-4,Kenny Lofton grounded out to second.,"Called Strike, Ground Out",Ground Out,0.34,0.24,83.7%,-0.008,-0.14,2002,5, 6
144,61,▼ 6,R Aurilia,B Weber,2,___,6-4,Rich Aurilia singled to left (Liner).,"Ball, Single",Single,0.23,0.09,84.4%,0.006,0.12,2002,5, 6
145,62,▼ 6,J Kent,B Weber,2,1__,6-4,Jeff Kent homered (Fly). Rich Aurilia scored.,"Foul Ball, Home Run",Home Run,0.45,0.21,95.2%,0.108,1.88,2002,5, 6
146,63,▼ 6,B Bonds,B Weber,2,___,8-4,Barry Bonds doubled to left (Liner).,"Called Strike, Double",Double,0.08,0.09,95.6%,0.004,0.21,2002,5, 6
147,64,▼ 6,B Santiago,B Weber,2,_2_,8-4,Benito Santiago was intentionally walked.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,0.22,0.3,95.7%,0.001,0.11,2002,5, 6
148,65,▼ 6,S Dunston,B Weber,2,12_,8-4,Shawon Dunston struck out swinging.,"Called Strike, Foul Ball, Foul Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.28,0.41,95.0%,-0.007,-0.41,2002,5, 6
149,66,▲ 7,G Anderson,T Worrell,0,___,8-4,Garret Anderson fouled out to third.,"Ball, Ball, Foul Fly Out",Foul Fly Out,0.54,0.46,96.3%,-0.013,-0.22,2002,5, 7
150,67,▲ 7,T Glaus,T Worrell,1,___,8-4,Troy Glaus struck out swinging.,"Foul Ball, Foul Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.32,0.24,97.1%,-0.008,-0.14,2002,5, 7
151,68,▲ 7,S Spiezio,T Worrell,2,___,8-4,Scott Spiezio grounded out to first.,"Called Strike, Ground Out",Ground Out,0.15,0.09,97.5%,-0.004,-0.09,2002,5, 7
152,69,▼ 7,J Snow,B Weber,0,___,8-4,J.T. Snow singled to center (Grounder).,"Foul Ball, Ball, Single",Single,0.09,0.46,97.9%,0.004,0.37,2002,5, 7
153,70,▼ 7,D Bell,B Weber,0,1__,8-4,David Bell was hit by a pitch. J.T. Snow advanced to 2B.,"Foul Ball, Ball, Foul Ball, Ball, Hit By Pitch",Hit By Pitch,0.15,0.83,98.4%,0.005,0.6,2002,5, 7
154,71,▼ 7,T Shinjo,B Weber,0,12_,8-4,"Tsuyoshi Shinjo sacrificed to pitcher (Bunt Grounder). J.T.
Snow advanced to 3B. David Bell advanced to 2B.","Foul Ball, Sacrifice",Sacrifice,0.17,1.42,98.4%,0.001,-0.07,2002,5, 7
155,72,▼ 7,K Lofton,B Weber,1,_23,8-4,Kenny Lofton tripled to right (Fly). J.T. Snow scored. David Bell scored.,"Ball, Foul Ball, Ball, Triple",Triple,0.17,1.35,99.6%,0.012,1.56,2002,5, 7
156,73,▼ 7,R Aurilia,S Shields,1,__3,10-4,Rich Aurilia struck out swinging.,"Called Strike, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.03,0.91,99.4%,-0.002,-0.56,2002,5, 7
157,74,▼ 7,J Kent,S Shields,2,__3,10-4,Jeff Kent homered (Fly). Kenny Lofton scored.,"Ball, Ball, Foul Ball, Ball, Foul Ball, Foul Ball, Home Run",Home Run,0.04,0.34,99.9%,0.004,1.75,2002,5, 7
158,75,▼ 7,B Bonds,S Shields,2,___,12-4,Barry Bonds singled to center (Grounder).,"Ball, Called Strike, Swinging Strike, Ball, Single",Single,0.0,0.09,99.9%,0.0,0.12,2002,5, 7
159,76,▼ 7,B Santiago,S Shields,2,1__,12-4,Benito Santiago grounded out to shortstop.,"Swinging Strike, Foul Ball, Ball, Ball, Ball, Ground Out",Ground Out,0.01,0.21,99.9%,0.0,-0.21,2002,5, 7
160,77,▲ 8,A Kennedy,T Worrell,0,___,12-4,Adam Kennedy grounded out to first.,"Ball, Ball, Ball, Called Strike, Called Strike, Foul Ball, Ground Out",Ground Out,0.02,0.46,99.9%,-0.001,-0.22,2002,5, 8
161,78,▲ 8,B Molina,T Worrell,1,___,12-4,Bengie Molina flied out to right.,"Called Strike, Foul Ball, Fly Out",Fly Out,0.01,0.24,100.0%,0.0,-0.14,2002,5, 8
162,79,▲ 8,S Wooten,T Worrell,2,___,12-4,Shawn Wooten singled to center (Grounder).,"Foul Ball, Ball, Single",Single,0.0,0.09,99.9%,0.0,0.12,2002,5, 8
163,80,▲ 8,D Eckstein,T Worrell,2,1__,12-4,David Eckstein struck out swinging.,"Ball, Called Strike, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.01,0.21,100.0%,0.0,-0.21,2002,5, 8
164,81,▼ 8,P Feliz,S Shields,0,___,12-4,Pedro Feliz flied out to right.,"Ball, Ball, Foul Ball, Swinging Strike, Fly Out",Fly Out,0.0,0.46,100.0%,0.0,-0.22,2002,5, 8
165,82,▼ 8,J Snow,S Shields,1,___,12-4,J.T. Snow singled (Liner).,"Ball, Called Strike, Ball, Foul Ball, Ball, Single",Single,0.0,0.24,100.0%,0.0,0.25,2002,5, 8
166,83,▼ 8,D Bell,S Shields,1,1__,12-4,David Bell singled (Liner). J.T. Snow advanced to 2B.,"Called Strike, Ball, Called Strike, Foul Ball, Foul Ball, Ball, Single",Single,0.0,0.48,100.0%,0.0,0.38,2002,5, 8
167,84,▼ 8,T Shinjo,S Shields,1,12_,12-4,"Tsuyoshi Shinjo reached on error (Grounder). J.T. Snow scored
on error. David Bell advanced to 2B on error. Error by Troy Glaus.","Called Strike, Error",Error,0.0,0.86,100.0%,0.0,1.0,2002,5, 8
168,85,▼ 8,K Lofton,S Shields,1,12_,13-4,Kenny Lofton grounded out to second. David Bell advanced to 3B. Tsuyoshi Shinjo advanced to 2B.,"Ball, Ball, Ground Out",Ground Out,0.0,0.86,100.0%,0.0,-0.29,2002,5, 8
169,86,▼ 8,R Aurilia,S Shields,2,_23,13-4,Rich Aurilia homered (Fly). David Bell scored. Tsuyoshi Shinjo scored.,Home Run,Home Run,0.0,0.57,100.0%,0.0,2.53,2002,5, 8
170,87,▼ 8,J Kent,S Shields,2,___,16-4,Jeff Kent flied out to left.,"Called Strike, Ball, Fly Out",Fly Out,0.0,0.09,100.0%,0.0,-0.09,2002,5, 8
171,88,▲ 9,D Erstad,S Eyre,0,___,16-4,Darin Erstad struck out swinging.,"Called Strike, Swinging Strike, Strikeout Swinging",Strikeout,0.0,0.46,100.0%,0.0,-0.22,2002,5, 9
172,89,▲ 9,A Ochoa,S Eyre,1,___,16-4,Alex Ochoa flied out to right.,"Foul Ball, Ball, Fly Out",Fly Out,0.0,0.24,100.0%,0.0,-0.14,2002,5, 9
173,90,▲ 9,G Anderson,S Eyre,2,___,16-4,Garret Anderson grounded out to second.,Ground Out,Ground Out,0.0,0.09,100.0%,0.0,-0.09,2002,5, 9
174,1,▲ 1,D Eckstein,K Rueter,0,___,0-0,David Eckstein grounded out to shortstop.,"Called Strike, Foul Ball, Foul Ball, Foul Ball, Ball, Ground Out",Ground Out,0.87,0.46,52.2%,-0.022,-0.22,2002,4, 1
175,2,▲ 1,D Erstad,K Rueter,1,___,0-0,Darin Erstad grounded out to second.,"Ball, Ball, Called Strike, Ground Out",Ground Out,0.61,0.24,53.6%,-0.015,-0.14,2002,4, 1
176,3,▲ 1,T Salmon,K Rueter,2,___,0-0,Tim Salmon reached on error to third (Grounder). Error by David Bell.,Error,Error,0.39,0.09,52.4%,0.012,0.12,2002,4, 1
177,4,▲ 1,G Anderson,K Rueter,2,1__,0-0,Garret Anderson singled to center (Grounder). Tim Salmon advanced to 3B.,"Ball, Ball, Ball, Called Strike, Single",Single,0.8,0.21,49.8%,0.026,0.26,2002,4, 1
178,5,▲ 1,T Glaus,K Rueter,2,1_3,0-0,Troy Glaus reached on fielder's choice to second. Garret Anderson out at second.,"Foul Ball, Fielder's Choice",Fielders Choice,1.78,0.47,54.6%,-0.048,-0.47,2002,4, 1
179,6,▼ 1,K Lofton,J Lackey,0,___,0-0,Kenny Lofton singled to second (Grounder).,"Ball, Ball, Called Strike, Foul Ball, Single",Single,0.87,0.46,58.2%,0.036,0.37,2002,4, 1
180,7,▼ 1,R Aurilia,J Lackey,0,1__,0-0,Rich Aurilia singled to right (Liner). Kenny Lofton advanced to 3B.,"Foul Ball, Swinging Strike, Foul Ball, Single",Single,1.47,0.83,67.4%,0.092,0.97,2002,4, 1
181,8,▼ 1,J Kent,J Lackey,0,1_3,0-0,Jeff Kent struck out swinging.,"Ball, Foul Ball, Foul Ball, Ball, Ball, Strikeout Swinging",Strikeout,1.64,1.79,61.5%,-0.06,-0.66,2002,4, 1
182,9,▼ 1,B Bonds,J Lackey,1,1_3,0-0,Barry Bonds was intentionally walked. Rich Aurilia advanced to 2B.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,1.91,1.14,64.5%,0.031,0.38,2002,4, 1
183,10,▼ 1,B Santiago,J Lackey,1,123,0-0,Benito Santiago grounded into a double play to shortstop (Grounder). Barry Bonds out at second.,"Ball, Foul Ball, Foul Ball, Ball, Grounded Into Double Play",Grounded Into Double Play,2.61,1.51,50.0%,-0.145,-1.51,2002,4, 1
184,11,▲ 2,S Spiezio,K Rueter,0,___,0-0,Scott Spiezio grounded out to shortstop.,"Ball, Called Strike, Foul Ball, Ball, Ball, Foul Ball, Ground Out",Ground Out,0.93,0.46,52.3%,-0.023,-0.22,2002,4, 2
185,12,▲ 2,B Gil,K Rueter,1,___,0-0,Benji Gil singled to right (Liner).,"Ball, Single",Single,0.64,0.24,49.7%,0.026,0.25,2002,4, 2
186,13,▲ 2,B Molina,K Rueter,1,1__,0-0,Bengie Molina singled to center (Liner). Benji Gil advanced to 2B.,"Called Strike, Single",Single,1.24,0.48,45.9%,0.038,0.38,2002,4, 2
187,14,▲ 2,J Lackey,K Rueter,1,12_,0-0,John Lackey singled to right (Liner). Benji Gil advanced to 3B. Bengie Molina advanced to 2B.,"Ball, Catcher Pickoff Throw (Second Base), Called Strike, Foul Ball, Foul Ball, Ball, Single",Single,2.1,0.86,39.3%,0.065,0.65,2002,4, 2
188,15,▲ 2,D Eckstein,K Rueter,1,123,0-0,David Eckstein hit a sacrifice fly to center (Fly). Benji Gil scored.,"Ball, Sacrifice Fly",Sacrifice Fly,2.82,1.51,39.3%,0.0,-0.1,2002,4, 2
189,16,▲ 2,D Erstad,K Rueter,2,12_,0-1,Darin Erstad grounded out to pitcher.,"Ball, Swinging Strike, Ground Out",Ground Out,1.55,0.41,43.2%,-0.039,-0.41,2002,4, 2
190,17,▼ 2,J Snow,J Lackey,0,___,0-1,J.T. Snow grounded out to first.,"Called Strike, Ball, Ball, Ground Out",Ground Out,1.0,0.46,40.7%,-0.025,-0.22,2002,4, 2
191,18,▼ 2,R Sanders,J Lackey,1,___,0-1,Reggie Sanders singled to center (Grounder).,"Ball, Ball, Foul Ball, Swinging Strike, Single",Single,0.7,0.24,43.5%,0.028,0.25,2002,4, 2
192,19,▼ 2,D Bell,J Lackey,1,1__,0-1,David Bell grounded out to shortstop. Reggie Sanders advanced to 2B.,"Called Strike, Called Strike, Foul Ball, Ground Out",Ground Out,1.34,0.48,41.5%,-0.02,-0.18,2002,4, 2
193,20,▼ 2,K Rueter,J Lackey,2,_2_,0-1,Kirk Rueter grounded out to second.,Ground Out,Ground Out,1.31,0.3,37.9%,-0.036,-0.3,2002,4, 2
194,21,▲ 3,T Salmon,K Rueter,0,___,0-1,Tim Salmon singled to center (Liner).,"Ball, Ball, Ball, Called Strike, Single",Single,0.85,0.46,34.5%,0.034,0.37,2002,4, 3
195,22,▲ 3,G Anderson,K Rueter,0,1__,0-1,Garret Anderson reached on fielder's choice to second. Tim Salmon out at second.,Fielder's Choice,Fielders Choice,1.41,0.83,37.6%,-0.032,-0.34,2002,4, 3
196,23,▲ 3,T Glaus,K Rueter,1,1__,0-1,Troy Glaus homered (Fly). Garret Anderson scored.,"Ball, Ball, Home Run",Home Run,1.13,0.48,20.1%,0.176,1.76,2002,4, 3
197,24,▲ 3,S Spiezio,K Rueter,1,___,0-3,Scott Spiezio lined out to center.,Line Drive,Line Out,0.35,0.24,20.9%,-0.009,-0.14,2002,4, 3
198,25,▲ 3,B Gil,K Rueter,2,___,0-3,Benji Gil singled to center (Liner).,Single,Single,0.23,0.09,20.3%,0.007,0.12,2002,4, 3
199,26,▲ 3,B Molina,K Rueter,2,1__,0-3,Bengie Molina flied out to right.,"Ball, Ball, Fly Out",Fly Out,0.45,0.21,21.5%,-0.013,-0.21,2002,4, 3
200,27,▼ 3,K Lofton,J Lackey,0,___,0-3,Kenny Lofton singled to right (Grounder).,"Ball, Foul Ball, Single",Single,0.89,0.46,25.4%,0.039,0.37,2002,4, 3
201,28,▼ 3,R Aurilia,J Lackey,0,1__,0-3,Rich Aurilia doubled to center (Fly). Kenny Lofton advanced to 3B.,"Ball, Ball, Double",Double,1.6,0.83,36.9%,0.115,1.09,2002,4, 3
202,29,▼ 3,J Kent,J Lackey,0,_23,0-3,Jeff Kent lined out to pitcher.,"Ball, Line Drive",Line Out,1.92,1.92,30.8%,-0.062,-0.57,2002,4, 3
203,30,▼ 3,B Bonds,J Lackey,1,_23,0-3,Barry Bonds was intentionally walked.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,1.83,1.35,32.9%,0.021,0.17,2002,4, 3
204,31,▼ 3,B Santiago,J Lackey,1,123,0-3,Benito Santiago grounded into a double play to shortstop (Grounder). Barry Bonds out at second.,"Ball, Foul Ball, Grounded Into Double Play",Grounded Into Double Play,3.15,1.51,17.0%,-0.159,-1.51,2002,4, 3
205,32,▲ 4,J Lackey,K Rueter,0,___,0-3,John Lackey grounded out to pitcher.,"Called Strike, Swinging Strike, Ball, Ball, Ground Out",Ground Out,0.46,0.46,18.1%,-0.012,-0.22,2002,4, 4
206,33,▲ 4,D Eckstein,K Rueter,1,___,0-3,David Eckstein bunted out to third.,"Ball, Called Strike, Bunt Out",Bunt Out,0.33,0.24,18.9%,-0.008,-0.14,2002,4, 4
207,34,▲ 4,D Erstad,K Rueter,2,___,0-3,Darin Erstad grounded out to second.,Ground Out,Ground Out,0.23,0.09,19.5%,-0.006,-0.09,2002,4, 4
208,35,▼ 4,J Snow,J Lackey,0,___,0-3,J.T. Snow grounded out to second.,"Called Strike, Ground Out",Ground Out,0.94,0.46,17.2%,-0.023,-0.22,2002,4, 4
209,36,▼ 4,R Sanders,J Lackey,1,___,0-3,Reggie Sanders flied out to right.,"Swinging Strike, Ball, Ball, Foul Ball, Ball, Fly Out",Fly Out,0.62,0.24,15.7%,-0.015,-0.14,2002,4, 4
210,37,▼ 4,D Bell,J Lackey,2,___,0-3,David Bell flied out to left.,"Ball, Ball, Ball, Called Strike, Foul Ball, Fly Out",Fly Out,0.36,0.09,14.7%,-0.009,-0.09,2002,4, 4
211,38,▲ 5,T Salmon,K Rueter,0,___,0-3,Tim Salmon struck out looking.,"Called Strike, Foul Ball, Ball, Ball, Ball, Strikeout Looking",Strikeout,0.43,0.46,15.8%,-0.011,-0.22,2002,4, 5
212,39,▲ 5,G Anderson,K Rueter,1,___,0-3,Garret Anderson singled to left (Fly).,Single,Single,0.31,0.24,14.6%,0.012,0.25,2002,4, 5
213,40,▲ 5,T Glaus,K Rueter,1,1__,0-3,Troy Glaus grounded into a double play to shortstop (Grounder). Garret Anderson out at second.,"Called Strike, Ball, Pickoff Throw (First Base), Pickoff Throw (First Base), Ball, Grounded Into Double Play",Grounded Into Double Play,0.58,0.48,17.1%,-0.025,-0.48,2002,4, 5
214,41,▼ 5,K Rueter,J Lackey,0,___,0-3,Kirk Rueter singled to first (Grounder).,"Called Strike, Foul Ball, Foul Ball, Ball, Single",Single,0.97,0.46,21.5%,0.043,0.37,2002,4, 5
215,42,▼ 5,K Lofton,J Lackey,0,1__,0-3,Kenny Lofton bunted to pitcher (Bunt Grounder). Kirk Rueter advanced to 2B.,Bunt,Bunt,1.76,0.83,28.7%,0.073,0.6,2002,4, 5
216,43,▼ 5,R Aurilia,J Lackey,0,12_,0-3,Rich Aurilia singled to right (Liner). Kirk Rueter scored. Kenny Lofton advanced to 3B.,"Ball, Swinging Strike, Foul Ball, Ball, Single",Single,2.62,1.42,45.4%,0.166,1.37,2002,4, 5
217,44,▼ 5,J Kent,J Lackey,0,1_3,1-3,"Jeff Kent hit a sacrifice fly to right (Fly). Kenny Lofton
scored. Rich Aurilia advanced to 2B on error. Error by Tim Salmon.","Foul Ball, Sacrifice Fly",Sacrifice Fly,2.74,1.79,43.1%,-0.023,-0.15,2002,4, 5
218,45,▼ 5,B Bonds,J Lackey,1,_2_,2-3,Barry Bonds was intentionally walked.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,1.95,0.64,46.0%,0.03,0.22,2002,4, 5
219,46,▼ 5,B Santiago,J Lackey,1,12_,2-3,Benito Santiago singled to center (Liner). Rich Aurilia scored. Barry Bonds advanced to 2B.,"Ball, Single",Single,3.07,0.86,61.3%,0.153,1.0,2002,4, 5
220,47,▼ 5,J Snow,J Lackey,1,12_,3-3,J.T. Snow flied out to right.,"Ball, Fly Out",Fly Out,2.57,0.86,55.7%,-0.057,-0.45,2002,4, 5
221,48,▼ 5,R Sanders,J Lackey,2,12_,3-3,Reggie Sanders struck out swinging.,"Called Strike, Swinging Strike, Ball, Foul Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,2.27,0.41,50.0%,-0.057,-0.41,2002,4, 5
222,49,▲ 6,S Spiezio,K Rueter,0,___,3-3,Scott Spiezio singled to center (Grounder).,"Called Strike, Ball, Foul Ball, Ball, Single",Single,1.34,0.46,44.7%,0.053,0.37,2002,4, 6
223,50,▲ 6,B Gil,K Rueter,0,1__,3-3,Benji Gil struck out swinging.,"Foul Ball, Pitch Out, Foul Ball, Ball, Pickoff Throw (First Base), Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,2.2,0.83,49.6%,-0.049,-0.34,2002,4, 6
224,51,▲ 6,B Molina,K Rueter,1,1__,3-3,Bengie Molina grounded into a double play to first (Grounder). Scott Spiezio out at second.,"Ball, Grounded Into Double Play",Grounded Into Double Play,1.78,0.48,57.2%,-0.076,-0.48,2002,4, 6
225,52,▼ 6,D Bell,B Weber,0,___,3-3,David Bell singled to left (Liner).,"Called Strike, Foul Ball, Ball, Foul Ball, Foul Ball, Foul Ball, Single",Single,1.31,0.46,62.4%,0.051,0.37,2002,4, 6
226,53,▼ 6,T Goodwin,B Weber,0,1__,3-3,Tom Goodwin walked. David Bell out at second.,"Ball, Ball, Ball, Called Strike, Walked",Walk,2.13,0.83,57.5%,-0.048,-0.34,2002,4, 6
227,54,▼ 6,T Goodwin,B Weber,1,1__,3-3,Tom Goodwin advanced on a stolen base to 2B.,,Stolen Base,1.76,0.48,60.5%,0.029,0.16,2002,4, 6
228,55,▼ 6,K Lofton,B Weber,1,_2_,3-3,Kenny Lofton flied out to center. Tom Goodwin advanced to 3B.,"Called Strike, Pitch Out, Called Strike, (Stolen Base), Ball, Fly Out",Fly Out,1.9,0.64,56.0%,-0.044,-0.3,2002,4, 6
229,56,▼ 6,R Aurilia,B Weber,2,__3,3-3,Rich Aurilia lined out to third.,"Called Strike, Line Drive",Line Out,2.27,0.34,50.0%,-0.06,-0.34,2002,4, 6
230,57,▲ 7,O Palmeiro,F Rodriguez,0,___,3-3,Orlando Palmeiro struck out swinging.,"Called Strike, Swinging Strike, Strikeout Swinging",Strikeout,1.53,0.46,53.8%,-0.038,-0.22,2002,4, 7
231,58,▲ 7,D Eckstein,F Rodriguez,1,___,3-3,David Eckstein flied out to second.,"Called Strike, Ball, Ball, Fly Out",Fly Out,1.12,0.24,56.5%,-0.027,-0.14,2002,4, 7
232,59,▲ 7,D Erstad,F Rodriguez,2,___,3-3,Darin Erstad grounded out to first.,"Ball, Ground Out",Ground Out,0.76,0.09,58.4%,-0.019,-0.09,2002,4, 7
233,60,▼ 7,J Kent,F Rodriguez,0,___,3-3,Jeff Kent struck out swinging.,"Called Strike, Swinging Strike, Ball, Strikeout Swinging",Strikeout,1.5,0.46,54.7%,-0.037,-0.22,2002,4, 7
234,61,▼ 7,B Bonds,F Rodriguez,1,___,3-3,Barry Bonds grounded out to first.,"Called Strike, Ball, Ball, Swinging Strike, Ground Out",Ground Out,1.13,0.24,52.0%,-0.027,-0.14,2002,4, 7
235,62,▼ 7,B Santiago,F Rodriguez,2,___,3-3,Benito Santiago flied out to left.,"Ball, Ball, Foul Ball, Called Strike, Foul Ball, Fly Out",Fly Out,0.79,0.09,50.0%,-0.02,-0.09,2002,4, 7
236,63,▲ 8,T Salmon,T Worrell,0,___,3-3,Tim Salmon flied out to center.,"Ball, Swinging Strike, Called Strike, Ball, Fly Out",Fly Out,1.83,0.46,54.5%,-0.045,-0.22,2002,4, 8
237,64,▲ 8,G Anderson,T Worrell,1,___,3-3,Garret Anderson grounded out to first.,"Ball, Swinging Strike, Ground Out",Ground Out,1.35,0.24,57.8%,-0.033,-0.14,2002,4, 8
238,65,▲ 8,T Glaus,T Worrell,2,___,3-3,Troy Glaus flied out to left.,"Ball, Called Strike, Foul Ball, Foul Ball, Fly Out",Fly Out,0.95,0.09,60.1%,-0.024,-0.09,2002,4, 8
239,66,▼ 8,J Snow,F Rodriguez,0,___,3-3,J.T. Snow singled to right (Liner).,"Called Strike, Ball, Single",Single,1.79,0.46,66.6%,0.065,0.37,2002,4, 8
240,67,▼ 8,J Snow,F Rodriguez,0,1__,3-3,J.T. Snow advanced on a passed ball to 2B. Passed ball by Bengie Molina.,,Stolen Base,2.73,0.83,73.8%,0.072,0.24,2002,4, 8
241,68,▼ 8,R Sanders,F Rodriguez,0,_2_,3-3,Reggie Sanders fouled out to first.,"Ball, (Passed Ball), Foul Ball, Ball, Foul Fly Out",Foul Fly Out,2.14,1.06,64.9%,-0.089,-0.42,2002,4, 8
242,69,▼ 8,D Bell,F Rodriguez,1,_2_,3-3,David Bell singled to center (Grounder). J.T. Snow scored.,"Ball, Single",Single,2.57,0.64,87.6%,0.227,0.84,2002,4, 8
243,70,▼ 8,R Martinez,F Rodriguez,1,1__,4-3,Ramon Martinez struck out swinging.,"Ball, Ball, Ball, Called Strike, Called Strike, Strikeout Swinging, (Caught Stealing Double Play)",Caught Stealing Double Play,0.65,0.48,86.1%,-0.015,-0.27,2002,4, 8
244,71,▼ 8,D Bell,F Rodriguez,2,1__,4-3,David Bell caught stealing double play.,,Stolen Base,0.47,0.21,84.8%,-0.013,-0.21,2002,4, 8
245,72,▲ 9,S Spiezio,R Nen,0,___,4-3,Scott Spiezio fouled out to third.,"Foul Ball, Called Strike, Foul Fly Out",Foul Fly Out,2.8,0.46,91.7%,-0.069,-0.22,2002,4, 9
246,73,▲ 9,A Kennedy,R Nen,1,___,4-3,Adam Kennedy singled to right (Liner).,Single,Single,2.02,0.24,83.7%,0.08,0.25,2002,4, 9
